Isolate	YearMonth	year	month	species	final genotype	name	confidence	num QRDR	parC_S80I	gyrA_S83L	gyrA_S83A	gyrA_D87G	gyrA_D87N	gyrA_D87Y	ESBL	Quinolone	Other antimicrobial	Trimethoprim	Quinolone/Triclosan	Streptomycin	Sulfonamide	Tetracycline	Macrolide	Gentamicin	Chloramphenicol	Beta-lactamase (not ESBL or carbapenemase)	Beta-lactamase (unknown spectrum)	ESBL (AmpC type)	NC_007385_plasmid_cover	NC_009345_plasmid_cover	NC_009346_plasmid_cover	NC_009347_plasmid_cover	pKSR100_plasmid_cover	ipaH	VIRULENCE_PLASMID	CLUSTER	SEROTYPE	O_ANTIGEN	H_ANTIGEN
AUSMDU00032440	2019_07	2019	7	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00032441	2019_07	2019	7	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	NA	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00033923	2019_08	2019	8	S. sonnei	3.7.6	Global III	strong	1	0	1	0	0	0	0	blaCTX-M-14	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib"	sul2	tet(A)	mph(A)	aac(3)-IId*	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	20-29%	+	0	CSS	SS	NA	NA
AUSMDU00033924	2019_08	2019	8	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00034549	2019_08	2019	8	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00034603	2019_08	2019	8	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00034935	2019_08	2019	8	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00035039	2019_08	2019	8	S. sonnei	2.4.3	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	aph(6)-Id	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00035244	2019_09	2019	9	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id*"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00035370	2019_08	2019	8	S. sonnei	3.7	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	NA	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00035620	2019_09	2019	9	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id*"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	70-79%	>90%	>90%	>90%	20-29%	+	38	CSS	SS	SS	NA
AUSMDU00035700	2019_09	2019	9	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00035721	2019_09	2019	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00059872	2019_09	2019	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00059871	2019_09	2019	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00045732	2019_09	2019	9	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00059873	2019_09	2019	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00059874	2019_09	2019	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00059875	2019_09	2019	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00036218	2019_09	2019	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00036377	2019_09	2019	9	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id*"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00036386	2019_10	2019	10	S. sonnei	1.5	-	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	"aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	10-19%	50-59%	<10%	<10%	50-59%	+	0	CSS	SS	NA	NA
AUSMDU00036628	2019_10	2019	10	S. sonnei	2.7.3	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	aph(6)-Id	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00036629	2019_10	2019	10	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I,qnrB19"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	70-79%	>90%	30-39%	>90%	>90%	+	38	CSS	SS	SS	NA
AUSMDU00036658	2019_10	2019	10	S. sonnei	3.7.25	MSM4	strong	0	0	0	0	0	0	0	blaCTX-M-15	qnrS1	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00036677	2019_10	2019	10	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00036678	2019_10	2019	10	S. sonnei	3.7.25	MSM4	strong	0	0	0	0	0	0	0	blaCTX-M-15	qnrS1	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00036797	2019_10	2019	10	S. sonnei	2.4.3	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	aph(6)-Id	sul2	NA	NA	NA	NA	NA	NA	NA	10-19%	70-79%	<10%	<10%	60-69%	+	0	CSS	SS	NA	NA
AUSMDU00036863	2019_10	2019	10	S. sonnei	3.6.2	Central Asia III	strong	0	0	0	0	0	0	0	blaCTX-M-15	qnrS1	sat2	dfrA1	NA	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	20-29%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00036872	2019_10	2019	10	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I,qnrB19"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00037071	2019_10	2019	10	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I,qnrB19"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	70-79%	>90%	30-39%	>90%	>90%	+	38	CSS	SS	SS	NA
AUSMDU00037220	2019_10	2019	10	S. sonnei	3.7.18	Global III	strong	0	0	0	0	0	0	0	NA	qnrB19	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	20-29%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00037480	2019_10	2019	10	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00037481	2019_10	2019	10	S. sonnei	2.6.2	-	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	10-19%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00037487	2019_10	2019	10	S. sonnei	2.6.2	-	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	10-19%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00037521	2019_10	2019	10	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I,qnrB19"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00037714	2019_10	2019	10	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00037717	2019_10	2019	10	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I,qnrB19"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00037801	2019_11	2019	11	S. sonnei	3.7.18	Global III	strong	0	0	0	0	0	0	0	NA	qnrB19	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	20-29%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00038054	2019_10	2019	10	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	blaCTX-M-15	"gyrA_S83L,parC_S80I,qnrS1"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	70-79%	+	0	CSS	SS	NA	NA
AUSMDU00037929	2019_11	2019	11	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	20-29%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00038229	2019_11	2019	11	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00038234	2019_11	2019	11	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	70-79%	60-69%	20-29%	>90%	80-89%	+	38	CSS	SS	SS	NA
AUSMDU00038242	2019_11	2019	11	S. sonnei	3.6.1	CipR_parent	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00038401	2019_11	2019	11	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	70-79%	<10%	30-39%	>90%	>90%	+	38	CSS	SS	SS	NA
AUSMDU00038442	2019_11	2019	11	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00038515	2019_11	2019	11	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00038601	2019_11	2019	11	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00038670	2019_11	2019	11	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00038900	2019_12	2019	12	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	blaCTX-M-15	"gyrA_S83L,parC_S80I,qnrS1"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	mph(A)	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00039317	2019_12	2019	12	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I,qnrB19"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	70-79%	>90%	30-39%	>90%	>90%	+	38	CSS	SS	SS	NA
AUSMDU00039485	2019_12	2019	12	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	0	1	0	NA	"gyrA_D87N,gyrA_S83L,parC_S80I"	sat2	dfrA1*	NA	"aph(3'')-Ib*,aph(6)-Id*"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00039565	2019_12	2019	12	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00039582	2019_12	2019	12	S. sonnei	3.7.30.1	Global III Middle East III	strong	0	0	0	0	0	0	0	blaCTX-M-15	qnrS1	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00039630	2019_12	2019	12	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	<10%	30-39%	<10%	20-29%	+	0	CSS	SS	NA	NA
AUSMDU00039742	2019_12	2019	12	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00039816	2019_12	2019	12	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00039838	2019_12	2019	12	S. sonnei	2.6.2	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA1	NA	NA	sul2	NA	NA	NA	NA	blaTEM-1	NA	NA	<10%	10-19%	<10%	>90%	20-29%	+	0	CSS	SS	NA	NA
AUSMDU00040014	2019_12	2019	12	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00040118	2019_12	2019	12	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00040120	2019_12	2019	12	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	30-39%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00040122	2019_12	2019	12	S. sonnei	3.7.30.1	Global III Middle East III	strong	0	0	0	0	0	0	0	blaCTX-M-15	qnrS1	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00040259	2020_01	2020	1	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00040298	2020_01	2020	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I,qnrB19"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00040299	2020_01	2020	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00040515	2020_01	2020	1	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00040532	2020_01	2020	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	blaCTX-M-27	"gyrA_S83L,parC_S80I,qnrB19"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	70-79%	>90%	30-39%	>90%	80-89%	+	38	CSS	SS	SS	NA
AUSMDU00040533	2020_01	2020	1	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00040564	2020_01	2020	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	blaCTX-M-27	"gyrA_S83L,parC_S80I"	sat2	dfrA17	gyrA_D87G	"aadA1,aadA5"	"sul1,sul2"	tet(B)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	10-19%	30-39%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00040861	2020_01	2020	1	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
